Z (cm),Phi (Volts) [Te=2.5eV]
0.0,0.0
0.010050251256281407,0.6643412078533395
0.020100502512562814,1.3170638770890841
0.03015075376884422,1.9577388603560753
0.04020100502512563,2.585895029918569
0.05025125628140704,3.2010122920527504
0.06030150753768844,3.802512895279133
0.07035175879396985,4.38975046365683
0.08040201005025126,4.961995938129284
0.09045226130653267,5.518419222393245
0.10050251256281408,6.058064708146642
0.11055276381909548,6.579817816548043
0.12060301507537688,7.082357880818533
0.1306532663316583,7.5640893598296
0.1407035175879397,8.023036822506759
0.15075376884422112,8.456675188808099
0.16080402010050251,8.861633672910184
0.1708542713567839,9.233121500337258
0.18090452261306533,9.56361745975003
0.19095477386934673,9.838866473974093
0.20100502512562815,10.0
0.21105527638190955,10.0
0.22110552763819097,10.0
0.23115577889447236,10.0
0.24120603015075376,10.0
0.25125628140703515,10.0
0.2613065326633166,10.0
0.271356783919598,10.0
0.2814070351758794,10.0
0.2914572864321608,10.0
0.30150753768844224,10.0
0.31155778894472363,10.0
0.32160804020100503,10.0
0.3316582914572864,10.0
0.3417085427135678,10.0
0.35175879396984927,10.0
0.36180904522613067,10.0
0.37185929648241206,10.0
0.38190954773869346,10.0
0.3919597989949749,10.0
0.4020100502512563,10.0
0.4120603015075377,10.0
0.4221105527638191,10.0
0.4321608040201005,10.0
0.44221105527638194,10.0
0.45226130653266333,10.0
0.4623115577889447,10.0
0.4723618090452261,10.0
0.4824120603015075,10.0
0.49246231155778897,10.0
0.5025125628140703,10.0
0.5125628140703518,10.0
0.5226130653266332,10.0
0.5326633165829145,10.0
0.542713567839196,10.0
0.5527638190954774,10.0
0.5628140703517588,10.0
0.5728643216080402,10.0
0.5829145728643216,10.0
0.592964824120603,10.0
0.6030150753768845,10.0
0.6130653266331658,10.0
0.6231155778894473,10.0
0.6331658291457286,10.0
0.6432160804020101,10.0
0.6532663316582915,10.0
0.6633165829145728,10.0
0.6733668341708543,10.0
0.6834170854271356,10.0
0.6934673366834171,10.0
0.7035175879396985,10.0
0.7135678391959799,10.0
0.7236180904522613,10.0
0.7336683417085427,10.0
0.7437185929648241,10.0
0.7537688442211056,10.0
0.7638190954773869,10.0
0.7738693467336684,10.0
0.7839195979899498,10.0
0.7939698492462312,10.0
0.8040201005025126,10.0
0.8140703517587939,10.0
0.8241206030150754,10.0
0.8341708542713568,10.0
0.8442211055276382,10.0
0.8542713567839196,10.0
0.864321608040201,10.0
0.8743718592964824,10.0
0.8844221105527639,10.0
0.8944723618090452,10.0
0.9045226130653267,10.0
0.914572864321608,10.0
0.9246231155778895,10.0
0.9346733668341709,10.0
0.9447236180904522,10.0
0.9547738693467337,10.0
0.964824120603015,10.0
0.9748743718592965,10.0
0.9849246231155779,10.0
0.9949748743718593,10.0
1.0050251256281406,10.0
1.015075376884422,10.0
1.0251256281407035,10.0
1.035175879396985,10.0
1.0452261306532664,10.0
1.0552763819095476,10.0
1.065326633165829,10.0
1.0753768844221105,10.0
1.085427135678392,10.0
1.0954773869346734,10.0
1.105527638190955,10.0
1.1155778894472361,10.0
1.1256281407035176,10.0
1.135678391959799,10.0
1.1457286432160805,10.0
1.155778894472362,10.0
1.1658291457286432,10.0
1.1758793969849246,10.0
1.185929648241206,10.0
1.1959798994974875,10.0
1.206030150753769,10.0
1.2160804020100502,10.0
1.2261306532663316,10.0
1.236180904522613,10.0
1.2462311557788945,10.0
1.256281407035176,10.0
1.2663316582914572,10.0
1.2763819095477387,10.0
1.2864321608040201,10.0
1.2964824120603016,10.0
1.306532663316583,10.0
1.3165829145728642,10.0
1.3266331658291457,10.0
1.3366834170854272,10.0
1.3467336683417086,10.0
1.35678391959799,10.0
1.3668341708542713,10.0
1.3768844221105527,10.0
1.3869346733668342,10.0
1.3969849246231156,10.0
1.407035175879397,10.0
1.4170854271356783,10.0
1.4271356783919598,10.0
1.4371859296482412,10.0
1.4472361809045227,10.0
1.4572864321608041,10.0
1.4673366834170853,10.0
1.4773869346733668,10.0
1.4874371859296482,10.0
1.4974874371859297,10.0
1.5075376884422111,10.0
1.5175879396984926,10.0
1.5276381909547738,10.0
1.5376884422110553,10.0
1.5477386934673367,10.0
1.5577889447236182,10.0
1.5678391959798996,10.0
1.5778894472361809,10.0
1.5879396984924623,10.0
1.5979899497487438,10.0
1.6080402010050252,10.0
1.6180904522613067,10.0
1.6281407035175879,10.0
1.6381909547738693,10.0
1.6482412060301508,10.0
1.6582914572864322,10.0
1.6683417085427137,10.0
1.678391959798995,10.0
1.6884422110552764,10.0
1.6984924623115578,10.0
1.7085427135678393,10.0
1.7185929648241207,10.0
1.728643216080402,10.0
1.7386934673366834,10.0
1.7487437185929648,10.0
1.7587939698492463,10.0
1.7688442211055277,10.0
1.778894472361809,10.0
1.7889447236180904,10.0
1.7989949748743719,10.0
1.8090452261306533,9.838866473974091
1.8190954773869348,9.563617459750027
1.829145728643216,9.233121500337262
1.8391959798994975,8.861633672910186
1.849246231155779,8.456675188808099
1.8592964824120604,8.023036822506757
1.8693467336683418,7.5640893598295955
1.879396984924623,7.082357880818537
1.8894472361809045,6.5798178165480445
1.899497487437186,6.058064708146642
1.9095477386934674,5.518419222393243
1.9195979899497488,4.96199593812928
1.92964824120603,4.389750463656835
1.9396984924623115,3.8025128952791354
1.949748743718593,3.2010122920527504
1.9597989949748744,2.585895029918567
1.9698492462311559,1.9577388603560697
1.9798994974874373,1.3170638770890752
1.9899497487437185,0.6643412078533428
2.0,0.0
