Z (cm),Phi (Volts) [Te=5.0eV]
0.9045226130653267,20.0
0.914572864321608,20.0
0.9246231155778895,20.0
0.9346733668341709,20.0
0.9447236180904522,20.0
0.9547738693467337,20.0
0.964824120603015,20.0
0.9748743718592965,20.0
0.9849246231155779,20.0
0.9949748743718593,20.0
1.0050251256281406,20.0
1.015075376884422,20.0
1.0251256281407035,20.0
1.035175879396985,20.0
1.0452261306532664,20.0
1.0552763819095476,20.0
1.065326633165829,20.0
1.0753768844221105,20.0
1.085427135678392,20.0
1.0954773869346734,20.0
1.105527638190955,20.0
1.1155778894472361,20.0
1.1256281407035176,20.0
1.135678391959799,20.0
1.1457286432160805,20.0
1.155778894472362,20.0
1.1658291457286432,20.0
1.1758793969849246,20.0
1.185929648241206,20.0
1.1959798994974875,20.0
1.206030150753769,20.0
1.2160804020100502,20.0
1.2261306532663316,20.0
1.236180904522613,20.0
1.2462311557788945,20.0
1.256281407035176,20.0
1.2663316582914572,20.0
1.2763819095477387,20.0
1.2864321608040201,20.0
1.2964824120603016,20.0
1.306532663316583,20.0
1.3165829145728642,20.0
1.3266331658291457,20.0
1.3366834170854272,20.0
1.3467336683417086,20.0
1.35678391959799,20.0
1.3668341708542713,20.0
1.3768844221105527,20.0
1.3869346733668342,20.0
1.3969849246231156,20.0
1.407035175879397,20.0
1.4170854271356783,20.0
1.4271356783919598,20.0
1.4371859296482412,20.0
1.4472361809045227,20.0
1.4572864321608041,20.0
1.4673366834170853,20.0
1.4773869346733668,20.0
1.4874371859296482,20.0
1.4974874371859297,20.0
1.5075376884422111,20.0
1.5175879396984926,20.0
1.5276381909547738,20.0
1.5376884422110553,20.0
1.5477386934673367,20.0
1.5577889447236182,20.0
1.5678391959798996,20.0
1.5778894472361809,20.0
1.5879396984924623,20.0
1.5979899497487438,20.0
1.6080402010050252,20.0
1.6180904522613067,20.0
1.6281407035175879,20.0
1.6381909547738693,20.0
1.6482412060301508,20.0
1.6582914572864322,19.863924347047337
1.6683417085427137,19.607783685997646
1.678391959798995,19.297683133397282
1.6884422110552764,18.947996749958126
1.6984924623115578,18.56614604324959
1.7085427135678393,18.15681157203576
1.7185929648241207,17.72326734582036
1.728643216080402,17.26795641279818
1.7386934673366834,16.792784705641942
1.7487437185929648,16.299288404228502
1.7587939698492463,15.788736958669475
1.7688442211055277,15.262200314771812
1.778894472361809,14.72059482348676
1.7889447236180904,14.16471576163707
1.7989949748743719,13.595261072113177
1.8090452261306533,13.012849136444867
1.8190954773869348,12.418032367895218
1.829145728643216,11.811307801430594
1.8391959798994975,11.193125477506909
1.849246231155779,10.563895173491368
1.8592964824120604,9.923991876258565
1.8693467336683418,9.273760281164405
1.879396984924623,8.613518527740052
1.8894472361809045,7.943561329689393
1.899497487437186,7.2641626189286335
1.9095477386934674,6.575577795822398
1.9195979899497488,5.878045657373308
1.92964824120603,5.171790059837145
1.9396984924623115,4.457021360643685
1.949748743718593,3.733937675613599
1.9597989949748744,3.002725980573635
1.9698492462311559,2.2635630810854246
1.9798994974874373,1.5166164697519835
1.9899497487437185,0.7620450871844264
2.0,0.0
