Z (cm),Phi (Volts) [Te=5.0eV]
0.0,0.0
0.010050251256281407,0.762045087184422
0.020100502512562814,1.5166164697519946
0.03015075376884422,2.263563081085429
0.04020100502512563,3.0027259805736417
0.05025125628140704,3.733937675613599
0.06030150753768844,4.457021360643678
0.07035175879396985,5.171790059837138
0.08040201005025126,5.878045657373314
0.09045226130653267,6.575577795822401
0.10050251256281408,7.2641626189286335
0.11055276381909548,7.943561329689393
0.12060301507537688,8.613518527740048
0.1306532663316583,9.273760281164414
0.1407035175879397,9.923991876258569
0.15075376884422112,10.563895173491368
0.16080402010050251,11.193125477506904
0.1708542713567839,11.81130780143059
0.18090452261306533,12.418032367895222
0.19095477386934673,13.012849136444867
0.20100502512562815,13.595261072113178
0.21105527638190955,14.164715761637066
0.22110552763819097,14.720594823486756
0.23115577889447236,15.262200314771817
0.24120603015075376,15.788736958669476
0.25125628140703515,16.299288404228502
0.2613065326633166,16.792784705641942
0.271356783919598,17.26795641279818
0.2814070351758794,17.723267345820368
0.2914572864321608,18.156811572035764
0.30150753768844224,18.566146043249592
0.31155778894472363,18.947996749958126
0.32160804020100503,19.297683133397282
0.3316582914572864,19.607783685997646
0.3417085427135678,19.863924347047337
0.35175879396984927,20.0
0.36180904522613067,20.0
0.37185929648241206,20.0
0.38190954773869346,20.0
0.3919597989949749,20.0
0.4020100502512563,20.0
0.4120603015075377,20.0
0.4221105527638191,20.0
0.4321608040201005,20.0
0.44221105527638194,20.0
0.45226130653266333,20.0
0.4623115577889447,20.0
0.4723618090452261,20.0
0.4824120603015075,20.0
0.49246231155778897,20.0
0.5025125628140703,20.0
0.5125628140703518,20.0
0.5226130653266332,20.0
0.5326633165829145,20.0
0.542713567839196,20.0
0.5527638190954774,20.0
0.5628140703517588,20.0
0.5728643216080402,20.0
0.5829145728643216,20.0
0.592964824120603,20.0
0.6030150753768845,20.0
0.6130653266331658,20.0
0.6231155778894473,20.0
0.6331658291457286,20.0
0.6432160804020101,20.0
0.6532663316582915,20.0
0.6633165829145728,20.0
0.6733668341708543,20.0
0.6834170854271356,20.0
0.6934673366834171,20.0
0.7035175879396985,20.0
0.7135678391959799,20.0
0.7236180904522613,20.0
0.7336683417085427,20.0
0.7437185929648241,20.0
0.7537688442211056,20.0
0.7638190954773869,20.0
0.7738693467336684,20.0
0.7839195979899498,20.0
0.7939698492462312,20.0
0.8040201005025126,20.0
0.8140703517587939,20.0
0.8241206030150754,20.0
0.8341708542713568,20.0
0.8442211055276382,20.0
0.8542713567839196,20.0
0.864321608040201,20.0
0.8743718592964824,20.0
0.8844221105527639,20.0
0.8944723618090452,20.0
